id,title,authors,year,scope,topic,summary,boundary,source_url,citation_number
2508.19828,Memory-R1: Enhancing Large Language Model Agents to Manage and Utilize Memories via Reinforcement Learning,"Sikuan Yan, Xiufeng Yang, Zuchao Huang, Ercong Nie, Zifeng Ding, Zonggen Li, Xiaowen Ma, Jinhe Bi, Kristian Kersting, Jeff Z. Pan, Hinrich Schütze, Volker Tresp, Yunpu Ma",2025,core,evolution,RL 学习记忆增删改/no-op 与回答时的选择使用,包含训练预算，与无需训练方法比较需对齐,https://arxiv.org/abs/2508.19828,26
2509.25140,ReasoningBank: Scaling Agent Self-Evolving with Reasoning Memory,"Siru Ouyang, Jun Yan, I-Hung Hsu, Yanfei Chen, Ke Jiang, Zifeng Wang, Rujun Han, Long T. Le, Samira Daruki, Xiangru Tang, Vishy Tirumalashetty, George Lee, Mahsan Rofouei, Hangfei Lin, Jiawei Han, Chen-Yu Lee, Tomas Pfister",2025,core,experience,从自评成功与失败中抽象推理策略，可叠加 MaTTS,自评可靠性及额外采样预算必须单列,https://arxiv.org/abs/2509.25140,20
2509.26354,Your Agent May Misevolve: Emergent Risks in Self-evolving LLM Agents,"Shuai Shao, Qihan Ren, Chen Qian, Boyi Wei, Dadi Guo, Jingyi Yang, Xinhao Song, Linfeng Zhang, Weinan Zhang, Dongrui Liu, Jing Shao",2025,core,safety,研究模型、记忆、工具、工作流的非预期演化,广于 Agent memory，不以部分实例概括所有自进化,https://arxiv.org/abs/2509.26354,
2510.02373,A-MemGuard: A Proactive Defense Framework for LLM-Based Agent Memory,"Qianshan Wei, Tengchao Yang, Yaochen Wang, Xinfeng Li, Lijun Li, Zhenfei Yin, Yi Zhan, Thorsten Holz, Zhiqiang Lin, XiaoFeng Wang",2025,core,safety,多记忆推理一致性校验加独立教训记忆,相关来源不必独立，自检不等于访问控制,https://arxiv.org/abs/2510.02373,62
2510.04618,Agentic Context Engineering: Evolving Contexts for Self-Improving Language Models,"Qizheng Zhang, Changran Hu, Shubhangi Upasani, Boyuan Ma, Fenglu Hong, Vamsidhar Kamanuru, Jay Rainton, Chen Wu, Mengmeng Ji, Hanchen Li, Urmish Thakker, James Zou, Kunle Olukotun",2025,core,experience,生成、反思与整理策略手册，增量更新避免上下文坍缩,有效反馈是前提；不要把语言反馈视为独立真值,https://arxiv.org/abs/2510.04618,21
2510.04851,LEGOMem: Modular Procedural Memory for Multi-agent LLM Systems for Workflow Automation,"Dongge Han, Camille Couturier, Daniel Madrigal Diaz, Xuchao Zhang, Victor Rühle, Saravan Rajmohan",2025,core,multi-agent,把历史任务轨迹拆为模块化程序记忆，分配给调度者与执行 Agent，分别支持规划、委派和具体操作。,OfficeBench 中调度者与执行者的记忆收益不同；不能据此认定所有团队都应采用同一分配结构。,https://arxiv.org/abs/2510.04851,
2511.03506,HaluMem: Evaluating Hallucinations in Memory Systems of Agents,"Ding Chen, Simin Niu, Kehang Li, Peng Liu, Xiangping Zheng, Bo Tang, Xinchi Li, Feiyu Xiong, Zhiyu Li",2025,core,evaluation,操作级抽取、更新与问答幻觉定位,使用原论文版本，不能直接比较其他论文重采样后的数据规模,https://arxiv.org/abs/2511.03506,47
2511.20857,Evo-Memory: Benchmarking LLM Agent Test-time Learning with Self-Evolving Memory,"Tianxin Wei, Noveen Sachdeva, Benjamin Coleman, Zhankui He, Yuanchen Bei, Xuying Ning, Mengting Ai, Yunzhe Li, Jingrui He, Ed H. Chi, Chi Wang, Shuo Chen, Fernando Pereira, Wang-Cheng Kang, Derek Zhiyuan Cheng",2025,core,evaluation,流式任务中的经验检索、更新与复用，含 ExpRAG/ReMem,与 EvoMemBench 为不同论文，不合并引用,https://arxiv.org/abs/2511.20857,45
2511.21678,Agentic Learner with Grow-and-Refine Multimodal Semantic Memory,"Weihao Bo, Shan Zhang, Yanpeng Sun, Jingjing Wu, Qunyi Xie, Xiao Tan, Kunbin Chen, Wei He, Xiaofan Li, Na Zhao, Jingdong Wang, Zechao Li",2025,core,multimodal,视觉分心与逻辑错误双流记忆，grow-and-refine 更新,所读 v2 使用参考答案归因；部分基线来自外部报告,https://arxiv.org/abs/2511.21678,37
2512.12818,"Hindsight is 20/20: Building Agent Memory that Retains, Recalls, and Reflects","Chris Latimer, Nicoló Boschi, Andrew Neeser, Chris Bartholomew, Gaurav Srivastava, Xuan Wang, Naren Ramakrishnan",2025,core,information,区分世界事实、经历、实体摘要和信念，支持 retain/recall/reflect,事实与信念区分不等于授权安全证明,https://arxiv.org/abs/2512.12818,13
2512.18746,MemEvolve: Meta-Evolution of Agent Memory Systems,"Guibin Zhang, Haotian Ren, Chong Zhan, Zhenhong Zhou, Junhao Wang, He Zhu, Wangchunshu Zhou, Shuicheng Yan",2025,core,evolution,联合演化经验与模块化记忆架构，提供 EvolveLab,结果依赖任务和骨干，不能认定统一架构最优,https://arxiv.org/abs/2512.18746,27
2601.02553,SimpleMem: Efficient Lifelong Memory for LLM Agents,"Jiaqi Liu, Yaofeng Su, Peng Xia, Siwei Han, Zeyu Zheng, Cihang Xie, Mingyu Ding, Huaxiu Yao",2026,core,information,结构化语义压缩、合成与意图感知检索,semantic lossless 是论文设计用语，不是所有未来任务的无损定理,https://arxiv.org/abs/2601.02553,15
2602.02369,Live-Evo: Online Evolution of Agentic Memory from Continuous Feedback,"Yaolun Zhang, Yiran Wu, Yijiong Yu, Qingyun Wu, Huazheng Wang",2026,core,experience,持续反馈调整经验权重并生成任务适配指导,有 live 测试但不代表任意非平稳分布；自报收益未独立复现,https://arxiv.org/abs/2602.02369,24
2602.02474,MemSkill: Learning and Evolving Memory Skills for Self-Evolving Agents,"Haozhen Zhang, Quanyu Long, Jianzhu Bao, Tao Feng, Weizhi Zhang, Haodong Yue, Wenya Wang",2026,core,evolution,控制器选择记忆技能，执行器构建记忆，designer 用难例修订技能库,涉及 PPO 训练和反馈协议；不是全系统 training-free,https://arxiv.org/abs/2602.02474,6
2602.03036,LatentMem: Customizing Latent Memory for Multi-Agent Systems,"Muxin Fu, Xiangyuan Xue, Yafu Li, Zefeng He, Siyuan Huang, Xiaoye Qu, Yu Cheng, Yang Yang",2026,core,multi-agent,经验库保留原始轨迹，memory composer 根据角色与任务上下文生成紧凑潜在记忆，并通过 LMPO 学习有用的表示。,针对记忆同质化与信息过载；包含训练过程，不能与无需训练的共享检索仅按推理成本比较。,https://arxiv.org/abs/2602.03036,
2602.06052,A Survey of Agent Memory in the Second Half: Towards Self-Evolving and Long-Horizon Agents,"Wei-Chieh Huang, Weizhi Zhang, Yueqing Liang, Yuanchen Bei, Yankai Chen, Tao Feng, Xinyu Pan, Zhen Tan, Yu Wang, Tianxin Wei, Shanglin Wu, Ruiyao Xu, Liangwei Yang, Rui Yang, Wooseong Yang, Chin-Yuan Yeh, Hanrong Zhang, Haozhen Zhang, Siqi Zhu, Henry Peng Zou, Wanjia Zhao, Song Wang, Wujiang Xu, Zixuan Ke, Zheng Hui, Dawei Li, Yaozu Wu, Langzhou He, Chen Wang, Xiongxiao Xu, Baixiang Huang, Juntao Tan, Shelby Heinecke, Huan Wang, Caiming Xiong, Ahmed A. Metwally, Jun Yan, Chen-Yu Lee, Hanqing Zeng, Yinglong Xia, Xiaokai Wei, Ali Payani, Yu Wang, Haitong Ma, Wenya Wang, Chenguang Wang, Yu Zhang, Xin Eric Wang, Yongfeng Zhang, Jiaxuan You, Hanghang Tong, Xiao Luo, Xue Liu, Yizhou Sun, Wei Wang, Julian McAuley, James Zou, Jiawei Han, Philip S. Yu, Kai Shu",2026,core,foundations,按载体、认知机制和记忆主体梳理长期自进化 Agent,二手综述用于定位，不替代具体方法的一手证据,https://arxiv.org/abs/2602.06052,2
2602.07755,Learning to Continually Learn via Meta-learning Agentic Memory Designs,"Yiming Xiong, Shengran Hu, Jeff Clune",2026,core,evolution,Meta-Agent 搜索以可执行代码表示的记忆设计,学习与测试分离，但不等于改进机制自身开放式演化,https://arxiv.org/abs/2602.07755,7
2602.15654,Zombie Agents: Persistent Control of Self-Evolving LLM Agents via Self-Reinforcing Injections,"Xianglin Yang, Yufei He, Shuo Ji, Bryan Hooi, Jin Song Dong",2026,core,safety,不可信内容经正常记忆更新变为跨会话持续影响,持久性取决于具体记忆和 Agent 配置,https://arxiv.org/abs/2602.15654,51
2602.16493,MMA: Multimodal Memory Agent,"Yihao Lu, Wanru Cheng, Zeyu Zhang, Hao Tang",2026,core,multimodal,来源、时间和冲突相关的可靠性评分与拒答,合成信念动态评测；一致性不等于独立可信来源,https://arxiv.org/abs/2602.16493,40
2603.06333,SAHOO: Safeguarded Alignment for High-Order Optimization Objectives in Recursive Self-Improvement,"Subramanyam Sahoo, Aman Chadha, Vinija Jain, Divya Chaudhary",2026,core,safety,用目标漂移、约束保持和回归风险控制自我改进,范围超过记忆，未将其结果当记忆专门验证,https://arxiv.org/abs/2603.06333,
2603.25158,Trace2Skill: Distill Trajectory-Local Lessons into Transferable Agent Skills,"Jingwei Ni, Yihao Liu, Xinpeng Liu, Yutao Sun, Mengyu Zhou, Pengyu Cheng, Dexin Wang, Erchao Zhao, Xiaoxi Jiang, Guanjun Jiang",2026,core,experience,将轨迹局部教训归纳为可转移技能目录,技能迁移需新模型、新域及范围外反例验证,https://arxiv.org/abs/2603.25158,22
2604.01007,Omni-SimpleMem: Autoresearch-Guided Discovery of Lifelong Multimodal Agent Memory,"Jiaqi Liu, Zipeng Ling, Shi Qiu, Yanqing Liu, Siwei Han, Peng Xia, Haoqin Tu, Zeyu Zheng, Cihang Xie, Charles Fleming, Mingyu Ding, Huaxiu Yao",2026,core,multimodal,自动研究流程探索多模态记忆设计,增益包含修复管线、提示和架构，不都归因于记忆算法,https://arxiv.org/abs/2604.01007,36
2604.02623,"Poison Once, Exploit Forever: Environment-Injected Memory Poisoning Attacks on Web Agents","Wei Zou, Mingwen Dong, Miguel Romero Calvo, Shuaichen Chang, Jiang Guo, Dongkyu Lee, Xing Niu, Xiaofei Ma, Yanjun Qi, Jiarong Jiang",2026,core,safety,通过环境观察触发记忆污染并跨会话影响后续行动,是受限环境写入威胁，不等于直接修改记忆,https://arxiv.org/abs/2604.02623,50
2604.03295,Scaling Teams or Scaling Time? Memory Enabled Lifelong Learning in LLM Multi-Agent Systems,"Shanglin Wu, Yuyang Luo, Yueqing Liang, Kaiwen Shi, Yanfang Ye, Ali Payani, Kai Shu",2026,core,multi-agent,提出 LLMA-Mem，在灵活记忆拓扑下联合研究团队规模、经验积累与成本，在编码、研究及数据库环境评测。,原文观察到团队规模收益非单调；小团队加记忆可更有效，但不构成任何场景下少 Agent 更好的普遍结论。,https://arxiv.org/abs/2604.03295,
2604.08224,"Externalization in LLM Agents: A Unified Review of Memory, Skills, Protocols and Harness Engineering","Chenyu Zhou, Huacan Chai, Wenteng Chen, Zihan Guo, Rong Shan, Yuanyi Song, Tianyi Xu, Yingxuan Yang, Aofan Yu, Weiming Zhang, Congming Zheng, Jiachen Zhu, Zeyu Zheng, Zhuosheng Zhang, Xingyu Lou, Changwang Zhang, Zhihui Fu, Jun Wang, Weiwen Liu, Jianghao Lin, Weinan Zhang",2026,core,foundations,把记忆、技能、协议与 harness 视为不同形式的能力外部化,系统性解释，不是统一架构的实验证明,https://arxiv.org/abs/2604.08224,4
2604.08377,SkillClaw: Let Skills Evolve Collectively with Agentic Evolver,"Ziyu Ma, Shidong Yang, Yuxiang Ji, Xucong Wang, Yong Wang, Yiming Hu, Tongwen Huang, Xiangxiang Chu",2026,core,experience,汇集跨用户、跨时间的交互轨迹，由自主 evolver 识别重复行为和失败模式，修订或新增技能，并通过共享仓库同步。,研究跨用户生态中的共享技能更新，不等同于同一任务内的多 Agent 协作；摘要报告 WildClawBench 结果，未独立复现。,https://arxiv.org/abs/2604.08377,
2604.16548,"A Survey on Long-Term Memory Security in LLM Agents: Attacks, Defenses, and Governance Across the Memory Lifecycle","Zehao Lin, Xixuan Hao, Renyu Fu, Shaobo Cui, Kai Chen, Chunyu Li, Zhiyu Li, Feiyu Xiong",2026,core,foundations,用生命周期和安全目标组织长期记忆安全与治理,广泛框架，不能把其中风险判断当全部经过实验验证,https://arxiv.org/abs/2604.16548,
2605.08374,MemQ: Integrating Q-Learning into Self-Evolving Memory Agents over Provenance DAGs,"Junwei Liao, Haoting Shi, Ruiwen Zhou, Jiaqian Wang, Shengtao Zhang, Wei Zhang, Ying Wen, Zhiyu Li, Feiyu Xiong, Bo Tang, Weinan Zhang, Muning Wen",2026,core,experience,沿 provenance DAG 传播记忆 Q 值信用,使用依赖图不是因果或来源权威保证,https://arxiv.org/abs/2605.08374,25
2605.11891,Proteus: A Self-Evolving Red Team for Agent Skill Ecosystems,Zhaojiacheng Zhou,2026,core,safety,反馈驱动地迭代评估技能审查及运行风险,主要技能生态审查，与记忆自写入攻击权限不同,https://arxiv.org/abs/2605.11891,
2605.12357,$\delta$-mem: Efficient Online Memory for Large Language Models,"Jingdi Lei, Di Zhang, Junxian Li, Weida Wang, Kaixuan Fan, Xiang Liu, Qihan Liu, Xiaoteng Ma, Baian Chen, Soujanya Poria",2026,core,evolution,在线小型关联状态为冻结骨干注意力提供低秩修正,神经状态记忆，与文本外部库的解释和删除接口不同,https://arxiv.org/abs/2605.12357,32
2605.15338,Hidden in Memory: Sleeper Memory Poisoning in LLM Agents,"Sidharth Pulipaka, Stanislau Hlebik, Leonidas Raghav, Sahar Abdelnabi, Vyas Raina, Ivaxi Sheth, Mario Fritz",2026,core,safety,外部内容诱发虚假用户记忆，之后检索与触发,写入、检索、触发的成功率分母不同,https://arxiv.org/abs/2605.15338,52
2605.16045,RecMem: Recurrence-based Memory Consolidation for Efficient and Effective Long-Running LLM Agents,"Zijie Dai, Shiyuan Deng, Sheng Guan, Yizhou Tian, Xin Yao, Xiao Yan, James Cheng",2026,core,information,原始交互轻量缓冲，重复触发情景与语义整合,重点是构建成本；低频关键事件仍需原始记录通路,https://arxiv.org/abs/2605.16045,14
2605.17933,AtlasVA: Self-Evolving Visual Skill Memory for Teacher-Free VLM Agents,"Pan Wang, Yihao Hu, Xiujin Liu, Jingchu Yang, Hang Wang, Zhihao Wen",2026,core,multimodal,空间热图、视觉实例和符号技能支持 teacher-free 奖励塑形,包含强化学习，与检索式问答方法不可直接横比,https://arxiv.org/abs/2605.17933,38
2605.18421,EvoMemBench: Benchmarking Agent Memory from a Self-Evolving Perspective,"Yuyao Wang, Zhongjian Zhang, Mo Chi, Kaichi Yu, Yuhan Li, Miao Peng, Bing Tong, Chen Zhang, Yan Zhou, Jia Li",2026,core,evaluation,episode 内/跨 episode 与知识/执行两轴，比较多种记忆,强长上下文有竞争力；部分简单任务记忆负收益,https://arxiv.org/abs/2605.18421,46
2605.18930,OEP: Poisoning Self-Evolving LLM Agents via Locally Correct but Non-Transferable Experiences,"Kaixiang Wang, Jiong Lou, Zhaojiacheng Zhou, Jie Li",2026,core,safety,利用局部正确但不可迁移经验诱发过度泛化,不是只有显式恶意命令才有风险,https://arxiv.org/abs/2605.18930,56
2606.03083,DELTAMEM: Incremental Experience Memory for LLM Agents via Residual Trees,"Haoran Tan, Zeyu Zhang, Zhicheng Cao, Rui Li, Xu Chen",2026,core,experience,以基础经验和残差节点分别组织任务与环境知识,重建链和情境匹配正确性影响实际复用,https://arxiv.org/abs/2606.03083,23
2606.04329,From Untrusted Input to Trusted Memory: A Systematic Study of Memory Poisoning Attacks in LLM Agents,"Pritam Dash, Tongyu Ge, Aditi Jain, Tanmay Shah, Zhiwei Shang",2026,core,safety,系统研究记忆写入渠道及投毒机制，提出 MPBench,可用于后续补充威胁矩阵，正文选择若干更具体机制,https://arxiv.org/abs/2606.04329,
2606.08106,PACE: Anytime-Valid Acceptance Tests for Self-Evolving Agents,Zayx Shawn,2026,core,safety,配对 anytime-valid 检验决定是否接受候选修改,是条件零假设下单候选错误控制，不是整轮系统安全保证,https://arxiv.org/abs/2606.08106,65
2606.10677,Infini Memory: Maintainable Topic Documents for Long-Term LLM Agent Memory,"Suozhao Ji, Baodong Wu, Zehao Wang, Lei Xia, Qingping Li, Ruisong Wang, Wenbo Ding, Zhenhua Zhu, Boxun Li, Guohao Dai, Yu Wang",2026,core,information,可维护主题文档、缓冲后整合和工具式迭代读取,主要以 MemoryAgentBench 评测，不能直接推断真实部署全覆盖,https://arxiv.org/abs/2606.10677,16
2606.10742,MemVenom: Triggered Poisoning of Multimodal Memories in Web Agents,"Yv Zhang, Hao Sun, Hao Fang, Kuofeng Gao, Fan Mo, Bin Chen, Shu-Tao Xia, Yaowei Wang",2026,core,safety,对多模态外部记忆的检索与使用进行协同污染,攻击者记忆控制权限与图像受限攻击不同,https://arxiv.org/abs/2606.10742,57
2606.15608,On the Adversarial Robustness of Multimodal LLM Judges,"Zihan Wang, Guansong Pang, Zelin Liu, Wenjun Miao, Jin Zheng, Xiao Bai",2026,core,safety,研究多模态 LLM 评判器的对抗鲁棒性,直接对象是评判器，不是长期记忆,https://arxiv.org/abs/2606.15608,
2606.23075,"Safety in Self-Evolving LLM Agent Systems: Threats, Amplification, and Case Studies","Ruixiao Lin, Xinhao Deng, Qingming Li, Jianan Ma, Yunhao Feng, Yuqi Qing, Zhenyuan Li, Yechao Zhang, Shiwen Cui, Changhua Meng, Tianwei Zhang, Xingjun Ma, Qi Li, Ke Xu, Shouling Ji",2026,core,safety,模块与生命周期矩阵梳理自进化安全和放大效应,原文较强普遍性措辞不能不加条件照搬；库中重复一次,https://arxiv.org/abs/2606.23075,
2606.24322,"Securing LLM-Agent Long-Term Memory Against Poisoning: Non-Malleable, Origin-Bound Authority with Machine-Checked Guarantees",Yedidel Louck,2026,core,safety,以非可篡改来源绑定约束记忆赋权，并给出模型内形式化结论,证明范围取决于形式化假设，本次未独立验算或验证实现,https://arxiv.org/abs/2606.24322,63
2606.25161,TRUSTMEM: Learning Trustworthy Memory Consolidation for LLM Agents with Long-Term Memory,"Tianyu Yang, Sudipta Paul, Vijay Srinivasan, Vivek Kulkarni, Srinivas Chappidi",2026,core,safety,过渡验证器评价覆盖、保持与忠实性，并训练记忆更新,主要文本场景；忠实不等于内容真实或有权执行,https://arxiv.org/abs/2606.25161,61
2606.29788,MemLeak: Diagnosing Information Leaks in Multimodal Agent Memory,"Kuan Wang, Chao Zhang",2026,core,safety,检查删除事实从保留文本/图像中的恢复，比较内容感知删除,特定政策下行为残留，不是遗忘不可能性定理,https://arxiv.org/abs/2606.29788,66
2607.06595,When Agents Remember Too Much: Memory Poisoning Attacks on Large Language Model Agents,"George Torres, Sharad Shrestha, Satyajayant Misra",2026,core,safety,个人工具 Agent 的两阶段记忆投毒与保存/检索缓解,区分注入与激活分母，未用于跨论文排名,https://arxiv.org/abs/2607.06595,
2607.07663,Recursive Self-Improvement in AI: From Bounded Self-Refinement to Autonomous Research Loops,"Mingguang Chen, Licheng Wang, Bo Qu",2026,core,foundations,按改进对象与闭环程度梳理 RSI，并强调评估器,综述性观点不替代具体方法的实证,https://arxiv.org/abs/2607.07663,
2607.13104,Self-Improvements in Modern Agentic Systems: A Survey,"Zhe Ren, Yimeng Chen, Dandan Guo, Guowei Rong, Tonghui Li, R. B. Xiong, Qingfeng Lan, Wenyi Wang, Li Nanbo, Yibo Yang, Mingchen Zhuge, Jürgen Schmidhuber",2026,core,foundations,按更新目标与反馈信号梳理现代 Agent 自改进,用于扩展阅读，不重复正文综述框架,https://arxiv.org/abs/2607.13104,
2607.14611,Bad Memory: Evaluating Prompt Injection Risks from Memory in Agentic Systems,"Soham Gadgil, David Alexander, Sai Sunku, Franziska Roesner",2026,core,safety,比较记忆文件写入攻击及已植入载荷的多会话利用,所测系统中写入较难，不能只突出植入后的高风险,https://arxiv.org/abs/2607.14611,53
2607.15657,Do Agents Dream of False Memories? Black-box Visual Attacks on Long-term Memory in Multimodal AI Agents,"Halima Bouzidi, Mboutidem Ekemini Mkpong, Mohammad Abdullah Al Faruque",2026,core,safety,图像受限黑盒条件下影响多模态记忆/生成,不应推广为任意文本或记忆数据库控制,https://arxiv.org/abs/2607.15657,58
2608.01234,Learning What to Remember and What to Internalize in LLM Self-Evolution via Adaptive Memory-Parameter Coordination,"Tianyun Ji, Zhenya Huang, Jiayu Liu, Zirui Liu, Yu Su, Hongbin Pei",2026,core,evolution,协调 harness 外部记忆与参数学习的路由和调度,不是纯外部记忆方法，参数更新有不同撤销成本,https://arxiv.org/abs/2608.01234,31
2608.01543,V-Mem: Modality-Routed Retrieval for Long-Term Multimodal Agentic Memory,"Dingyi Kang, Dongming Jiang, Yi Li, Guanpeng Li, Bingzhe Li",2026,core,multimodal,按查询与证据模态路由检索，并构造更接近目标的检索锚点,主要证据定位问题，不等于学习视觉技能,https://arxiv.org/abs/2608.01543,34
2608.01679,When Memory Becomes Authority: Benchmarking Authority Collapse at the Memory Consolidation Boundary,"Qiuyang Zhan, Rui Zhang, Sheng Guo, Lepeng Zhao, Zhuotao Liu",2026,core,safety,配对来源权威测试整合是否丢失授权边界,观察到零未经授权行动不是无条件安全证明,https://arxiv.org/abs/2608.01679,59
